job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Scientist,18,Diploma,19,Technology,Large,UK,Yes,1,192398
Cloud Engineer,10,High School,8,Media,Small,Singapore,Hybrid,2,117629
Machine Learning Engineer,15,Bachelor,19,Retail,Medium,Remote,Hybrid,0,160237
Backend Developer,13,Diploma,17,Manufacturing,Enterprise,UK,Hybrid,2,181272
Data Analyst,3,Master,3,Media,Startup,India,Hybrid,2,57004
Data Analyst,19,Bachelor,2,Retail,Startup,Germany,Yes,5,125166
Software Engineer,4,Master,8,Retail,Large,Remote,No,5,135782
Frontend Developer,1,PhD,2,Manufacturing,Small,India,Hybrid,2,76663
AI Engineer,3,Master,11,Consulting,Medium,Canada,No,3,171703
Backend Developer,0,Master,5,Education,Enterprise,Remote,No,1,133887
Data Analyst,16,High School,19,Government,Enterprise,Netherlands,No,0,133086
Product Manager,17,Diploma,18,Healthcare,Enterprise,Singapore,No,1,190780
Cloud Engineer,18,High School,6,Media,Small,Australia,Hybrid,4,133077
Data Analyst,15,PhD,13,Telecom,Small,Australia,Yes,1,140062
Data Analyst,19,Master,6,Media,Startup,USA,No,1,162079
Data Analyst,20,Bachelor,9,Media,Medium,Canada,Yes,0,168053
Product Manager,10,PhD,7,Media,Enterprise,USA,Yes,4,264457
Backend Developer,19,High School,13,Retail,Medium,Netherlands,Hybrid,1,135622
DevOps Engineer,16,Master,17,Government,Enterprise,Remote,No,2,200580
Product Manager,9,High School,1,Consulting,Medium,Netherlands,Yes,4,128556
Business Analyst,6,PhD,1,Finance,Large,Singapore,Yes,4,140246
Frontend Developer,13,Master,7,Media,Large,Germany,No,3,172380
Software Engineer,0,Diploma,14,Finance,Enterprise,USA,Yes,3,171676
Business Analyst,9,Diploma,5,Finance,Large,Australia,Hybrid,0,109513
Business Analyst,8,PhD,2,Retail,Medium,UK,Hybrid,5,142023
Cloud Engineer,12,High School,9,Healthcare,Large,Netherlands,Yes,4,154760
Cybersecurity Analyst,11,Bachelor,18,Technology,Small,Remote,Yes,4,143609
Backend Developer,20,Bachelor,19,Telecom,Medium,Australia,Hybrid,1,158584
Data Scientist,19,Diploma,5,Manufacturing,Startup,Sweden,No,1,132948
Backend Developer,4,Master,2,Media,Enterprise,India,No,2,94730
Cloud Engineer,15,PhD,18,Healthcare,Small,Remote,Yes,1,162414
Machine Learning Engineer,14,High School,3,Telecom,Small,Australia,Hybrid,1,125848
Cloud Engineer,3,High School,9,Government,Large,Australia,Yes,2,120013
Software Engineer,4,PhD,4,Education,Enterprise,Netherlands,Hybrid,4,155914
Data Scientist,14,Diploma,15,Government,Startup,Singapore,Yes,2,131671
Cybersecurity Analyst,20,Diploma,5,Technology,Enterprise,USA,Yes,4,238534
Backend Developer,20,Diploma,4,Education,Enterprise,India,Yes,1,119224
Frontend Developer,6,Master,16,Consulting,Enterprise,Australia,Hybrid,3,156474
Data Scientist,2,PhD,10,Media,Medium,Canada,Hybrid,2,158251
DevOps Engineer,13,Diploma,19,Finance,Small,Singapore,No,2,141940
Data Analyst,18,Diploma,3,Telecom,Large,UK,Hybrid,1,146336
Backend Developer,0,Bachelor,2,Telecom,Medium,Australia,Yes,5,96762
Cloud Engineer,3,PhD,13,Media,Large,UK,Hybrid,1,182208
Backend Developer,14,PhD,10,Manufacturing,Enterprise,Sweden,Hybrid,5,189925
Machine Learning Engineer,15,High School,8,Media,Medium,Remote,No,3,152108
Product Manager,11,Diploma,11,Retail,Startup,Netherlands,No,0,123574
Cybersecurity Analyst,20,High School,16,Media,Medium,Sweden,Yes,1,154812
Machine Learning Engineer,3,Diploma,16,Healthcare,Small,USA,Hybrid,4,165324
Data Scientist,1,High School,5,Media,Medium,Sweden,Hybrid,2,88545
Product Manager,7,High School,6,Retail,Enterprise,Remote,Hybrid,3,139605
Business Analyst,9,Bachelor,1,Telecom,Enterprise,UK,Yes,0,133325
DevOps Engineer,11,PhD,5,Healthcare,Medium,India,Yes,4,114539
Data Analyst,16,Diploma,17,Technology,Enterprise,Australia,Yes,2,153728
Cybersecurity Analyst,5,Diploma,10,Government,Startup,Sweden,Yes,3,112296
Data Analyst,15,PhD,8,Manufacturing,Enterprise,Australia,Yes,1,163383
AI Engineer,20,Master,6,Government,Startup,Australia,No,0,175470
Cybersecurity Analyst,2,Diploma,5,Government,Medium,UK,No,3,125543
Product Manager,17,PhD,13,Media,Small,Remote,No,1,168773
Software Engineer,13,Master,3,Telecom,Startup,Australia,Hybrid,5,127525
Product Manager,3,High School,5,Manufacturing,Enterprise,Netherlands,Hybrid,0,125917
Data Scientist,14,Bachelor,2,Telecom,Enterprise,Germany,Hybrid,3,184760
Business Analyst,20,Bachelor,3,Telecom,Large,Canada,No,2,170234
Data Analyst,5,Diploma,11,Healthcare,Enterprise,Netherlands,No,3,111683
Machine Learning Engineer,2,Master,14,Telecom,Enterprise,USA,No,2,223209
Backend Developer,13,Master,12,Technology,Startup,Netherlands,Yes,3,129349
Product Manager,8,Master,14,Education,Small,Singapore,Hybrid,4,134851
Cloud Engineer,13,High School,8,Government,Startup,Germany,Hybrid,0,133889
Product Manager,19,Master,2,Consulting,Enterprise,UK,Yes,3,242658
Software Engineer,10,Bachelor,7,Education,Medium,Australia,No,2,126819
Software Engineer,7,Master,6,Manufacturing,Medium,Netherlands,Hybrid,2,118854
Business Analyst,17,High School,5,Government,Startup,India,No,0,63331
Frontend Developer,5,Diploma,4,Government,Small,Sweden,No,5,94556
Backend Developer,16,Bachelor,9,Retail,Small,Canada,No,2,153394
Backend Developer,1,High School,7,Retail,Enterprise,Germany,No,3,124162
Product Manager,14,Master,6,Government,Small,Singapore,Yes,4,165310
Backend Developer,7,Master,12,Consulting,Enterprise,Canada,Hybrid,4,194514
Cybersecurity Analyst,16,Master,15,Retail,Small,India,Yes,1,113752
Product Manager,14,Diploma,3,Finance,Startup,Germany,Yes,0,143909
Product Manager,13,Diploma,8,Government,Enterprise,UK,Yes,3,207927
Cybersecurity Analyst,11,Diploma,17,Finance,Medium,Sweden,No,0,136198
Data Analyst,19,High School,9,Technology,Startup,USA,Hybrid,1,133395
DevOps Engineer,18,High School,16,Consulting,Large,Remote,Yes,5,166291
Backend Developer,14,High School,6,Consulting,Small,Remote,Yes,4,116477
Machine Learning Engineer,12,High School,7,Education,Small,Sweden,No,4,135250
Cloud Engineer,17,PhD,19,Healthcare,Enterprise,Sweden,Yes,5,230349
Frontend Developer,14,High School,10,Telecom,Large,Australia,No,5,140773
Cloud Engineer,0,High School,6,Government,Medium,Netherlands,No,0,98387
Cybersecurity Analyst,11,High School,10,Healthcare,Large,UK,Hybrid,3,166084
Machine Learning Engineer,5,Diploma,6,Finance,Large,USA,Hybrid,1,173168
Backend Developer,2,Diploma,5,Telecom,Small,Germany,Hybrid,5,106986
Business Analyst,20,Diploma,14,Finance,Small,UK,Hybrid,4,152634
Frontend Developer,6,PhD,14,Manufacturing,Medium,Remote,No,2,137732
Software Engineer,2,High School,5,Technology,Small,UK,Hybrid,4,93938
Cybersecurity Analyst,1,Bachelor,4,Media,Startup,India,Hybrid,5,62991
Product Manager,4,High School,12,Government,Startup,Australia,No,2,104001
Software Engineer,3,Bachelor,5,Government,Small,Remote,Hybrid,5,98220
Cybersecurity Analyst,15,PhD,15,Government,Startup,Germany,No,2,167442
Frontend Developer,12,High School,11,Healthcare,Medium,India,No,0,72161
Data Scientist,16,PhD,7,Technology,Large,Remote,Yes,1,184599
Data Scientist,15,Master,15,Technology,Enterprise,India,No,5,135135
Backend Developer,20,PhD,5,Telecom,Enterprise,Netherlands,Yes,3,200069
DevOps Engineer,7,Diploma,13,Healthcare,Enterprise,Australia,Yes,4,164377
Software Engineer,18,Diploma,9,Technology,Enterprise,UK,Hybrid,4,195405
Product Manager,15,Master,10,Telecom,Large,USA,No,2,238111
Frontend Developer,10,Master,13,Telecom,Small,India,Yes,0,84248
Cloud Engineer,10,Diploma,1,Finance,Medium,Sweden,Hybrid,2,127307
Data Scientist,7,High School,7,Manufacturing,Medium,Netherlands,Hybrid,2,114989
Cloud Engineer,8,PhD,11,Media,Large,Netherlands,Yes,5,171061
Machine Learning Engineer,12,PhD,19,Consulting,Enterprise,Netherlands,Hybrid,2,222229
Software Engineer,3,Bachelor,18,Retail,Enterprise,UK,No,5,167396
Machine Learning Engineer,0,High School,9,Consulting,Large,Remote,Hybrid,1,118841
Backend Developer,12,PhD,4,Retail,Enterprise,Germany,No,5,199817
Software Engineer,2,Diploma,9,Government,Startup,India,Yes,0,59654
Software Engineer,3,Master,10,Telecom,Startup,India,Hybrid,3,72050
Software Engineer,8,Diploma,10,Telecom,Enterprise,Sweden,Yes,4,151873
Cybersecurity Analyst,0,PhD,14,Healthcare,Startup,Australia,Yes,0,120682
Business Analyst,10,Master,11,Media,Small,Germany,Hybrid,2,122855
Cybersecurity Analyst,12,PhD,17,Consulting,Small,USA,No,3,205435
Business Analyst,7,PhD,4,Education,Enterprise,Netherlands,Hybrid,2,137384
Backend Developer,1,PhD,19,Telecom,Large,Australia,No,5,146990
Machine Learning Engineer,10,High School,2,Retail,Medium,UK,Hybrid,3,151981
Data Scientist,18,High School,4,Consulting,Enterprise,India,Hybrid,0,115244
DevOps Engineer,8,High School,10,Education,Startup,Singapore,Hybrid,2,116442
DevOps Engineer,6,Master,12,Media,Medium,India,Hybrid,0,87300
Product Manager,2,Master,19,Retail,Small,Netherlands,No,5,131887
Frontend Developer,5,Bachelor,11,Media,Small,Singapore,Yes,5,119077
Business Analyst,8,PhD,14,Media,Medium,USA,Hybrid,5,165822
Data Scientist,15,Master,19,Manufacturing,Large,UK,Yes,2,211533
Backend Developer,19,High School,3,Finance,Medium,Sweden,Hybrid,0,115252
AI Engineer,9,Master,15,Telecom,Enterprise,Canada,Yes,4,255650
Cybersecurity Analyst,9,Bachelor,2,Media,Medium,Sweden,No,3,123408
Business Analyst,14,Bachelor,3,Media,Startup,UK,Hybrid,1,118894
Cybersecurity Analyst,10,Master,19,Manufacturing,Large,Sweden,Hybrid,1,165054
Data Analyst,18,Bachelor,7,Healthcare,Small,Canada,Yes,0,147593
Data Analyst,14,PhD,16,Telecom,Enterprise,India,Hybrid,3,111932
Machine Learning Engineer,10,PhD,12,Manufacturing,Startup,Netherlands,No,0,151986
Software Engineer,14,Diploma,1,Healthcare,Large,India,No,2,101316
Product Manager,16,PhD,17,Technology,Medium,USA,Yes,5,242981
Machine Learning Engineer,5,Master,15,Government,Small,UK,Hybrid,0,160456
Backend Developer,10,Diploma,12,Media,Large,UK,Hybrid,5,161787
DevOps Engineer,9,Bachelor,9,Media,Medium,UK,Yes,2,153170
Cybersecurity Analyst,9,Master,11,Education,Large,Singapore,No,0,149531
Business Analyst,8,Diploma,1,Technology,Medium,Remote,Hybrid,2,82281
AI Engineer,5,Master,9,Education,Startup,India,Yes,1,102949
Cybersecurity Analyst,16,Diploma,14,Finance,Enterprise,Singapore,Yes,2,175617
Cloud Engineer,7,Master,11,Technology,Enterprise,Australia,No,4,172257
DevOps Engineer,13,PhD,3,Government,Enterprise,Canada,Yes,0,223844
Backend Developer,7,Master,10,Manufacturing,Medium,India,Yes,2,90653
Business Analyst,8,PhD,19,Media,Medium,Australia,Yes,4,131073
Cybersecurity Analyst,15,Bachelor,6,Education,Enterprise,Canada,Yes,0,217493
Business Analyst,3,High School,10,Technology,Startup,India,No,3,46585
Product Manager,9,High School,10,Finance,Small,Canada,Hybrid,1,147283
AI Engineer,3,PhD,15,Telecom,Startup,Netherlands,Yes,4,147374
Frontend Developer,15,PhD,17,Telecom,Small,Germany,Yes,5,178146
Data Analyst,11,High School,2,Retail,Large,Netherlands,No,3,95624
Product Manager,7,Master,5,Consulting,Enterprise,USA,Hybrid,1,205305
Data Scientist,2,Master,13,Healthcare,Medium,Remote,Hybrid,5,124212
AI Engineer,4,PhD,3,Media,Enterprise,Remote,No,4,191660
AI Engineer,19,Bachelor,14,Education,Small,Germany,Hybrid,4,191456
Data Scientist,2,Master,12,Technology,Small,Remote,No,0,119663
Data Scientist,1,High School,5,Consulting,Small,USA,No,0,112596
Product Manager,3,PhD,6,Retail,Medium,India,Hybrid,4,99478
Machine Learning Engineer,14,High School,16,Government,Large,UK,No,0,180031
Cloud Engineer,12,High School,12,Healthcare,Medium,Netherlands,Hybrid,4,131608
AI Engineer,12,PhD,15,Consulting,Startup,Germany,No,1,177977
Frontend Developer,19,Diploma,1,Retail,Small,Remote,No,3,130324
Data Scientist,20,High School,19,Finance,Startup,Canada,Hybrid,5,169222
Data Scientist,4,Diploma,8,Finance,Startup,Remote,Hybrid,4,105097
Data Scientist,9,Master,3,Retail,Startup,Australia,Hybrid,4,126225
Cloud Engineer,11,Diploma,8,Government,Small,Netherlands,Hybrid,2,127074
Cloud Engineer,3,Bachelor,11,Finance,Large,Singapore,No,4,133554
DevOps Engineer,7,PhD,7,Retail,Large,Remote,No,5,158705
Cloud Engineer,17,Diploma,6,Consulting,Enterprise,Remote,Hybrid,2,175588
Frontend Developer,5,High School,15,Retail,Enterprise,Germany,No,2,129049
Machine Learning Engineer,12,Master,10,Technology,Medium,Germany,Yes,5,182434
AI Engineer,5,Master,3,Retail,Startup,UK,No,2,152788
Software Engineer,18,High School,2,Telecom,Small,Germany,No,1,134339
Software Engineer,8,High School,5,Government,Startup,UK,No,1,107179
Frontend Developer,3,High School,15,Telecom,Medium,UK,Hybrid,0,101399
Cloud Engineer,6,PhD,19,Manufacturing,Startup,Netherlands,No,1,128265
Backend Developer,7,Diploma,5,Consulting,Enterprise,Germany,No,0,147447
Data Scientist,4,PhD,3,Telecom,Startup,Sweden,Yes,3,115674
Cybersecurity Analyst,20,Master,3,Government,Startup,Germany,No,4,164891
Data Scientist,16,Diploma,14,Manufacturing,Medium,Sweden,Yes,4,148333
Business Analyst,20,Bachelor,10,Education,Large,Sweden,Yes,3,156547
Backend Developer,0,PhD,3,Technology,Medium,UK,No,1,119473
Business Analyst,11,High School,6,Media,Large,India,Hybrid,2,77317
Business Analyst,20,Master,3,Telecom,Medium,Canada,Hybrid,0,159578
Business Analyst,18,PhD,16,Consulting,Enterprise,Remote,Hybrid,4,185154
Machine Learning Engineer,2,PhD,16,Telecom,Startup,Australia,Hybrid,2,130668
Cloud Engineer,16,PhD,4,Retail,Large,Remote,No,5,193486
Backend Developer,18,PhD,5,Finance,Large,UK,Hybrid,5,206025
Software Engineer,4,Diploma,3,Manufacturing,Small,Canada,Hybrid,1,120766
Cybersecurity Analyst,5,High School,19,Consulting,Enterprise,Sweden,Hybrid,5,150763
Backend Developer,20,Bachelor,18,Media,Small,USA,No,3,194190
Backend Developer,14,High School,17,Manufacturing,Startup,Australia,No,1,116758
Data Scientist,15,PhD,11,Media,Medium,Australia,Yes,1,174007
Cloud Engineer,9,PhD,8,Manufacturing,Enterprise,India,Hybrid,3,132409
Cloud Engineer,13,Master,10,Education,Small,USA,No,3,187254
Product Manager,18,High School,11,Government,Medium,Australia,No,0,153175
Data Scientist,17,Bachelor,4,Retail,Medium,Germany,Hybrid,0,155347
Business Analyst,15,High School,10,Media,Large,Canada,No,3,139476
Business Analyst,18,Master,3,Consulting,Enterprise,Remote,No,5,166307
Product Manager,9,Master,14,Retail,Medium,India,Hybrid,4,100651
Software Engineer,14,High School,6,Education,Large,India,No,4,91068
Backend Developer,5,Master,16,Manufacturing,Medium,Australia,Yes,4,132988
Machine Learning Engineer,19,Diploma,15,Technology,Small,India,Hybrid,4,107199
Machine Learning Engineer,16,PhD,1,Telecom,Enterprise,India,Hybrid,5,159902
Frontend Developer,7,PhD,14,Healthcare,Large,Canada,Hybrid,3,170513
Cybersecurity Analyst,16,Master,8,Healthcare,Small,Netherlands,Yes,2,155819
DevOps Engineer,5,Diploma,9,Government,Large,Singapore,Yes,5,139189
Frontend Developer,12,Diploma,5,Education,Medium,Australia,Yes,4,122274
AI Engineer,11,High School,19,Government,Large,Germany,Hybrid,1,181291
Software Engineer,12,High School,12,Finance,Startup,India,Yes,4,76932
Software Engineer,2,PhD,6,Healthcare,Medium,Germany,Yes,2,143786
Data Analyst,17,High School,7,Government,Startup,Remote,Hybrid,4,102267
Software Engineer,6,High School,13,Manufacturing,Small,Sweden,No,3,104058
Data Scientist,20,PhD,16,Retail,Enterprise,Germany,Yes,2,234776
Software Engineer,17,PhD,17,Finance,Large,Remote,Hybrid,3,180068
AI Engineer,1,Master,17,Manufacturing,Enterprise,Remote,No,1,181323
Product Manager,11,High School,1,Manufacturing,Small,Remote,Yes,2,126453
Frontend Developer,8,High School,13,Government,Medium,Australia,Yes,5,115551
Software Engineer,14,Bachelor,17,Healthcare,Large,Sweden,No,1,148212
Backend Developer,2,Bachelor,11,Retail,Startup,Singapore,No,0,87819
Data Analyst,0,Diploma,17,Technology,Medium,Australia,Yes,5,88948
AI Engineer,19,Bachelor,10,Government,Large,Australia,Hybrid,3,200263
Frontend Developer,19,High School,17,Government,Small,Australia,Yes,5,140983
AI Engineer,1,PhD,19,Manufacturing,Startup,Canada,Yes,3,186681
Business Analyst,11,High School,3,Healthcare,Startup,Germany,No,1,87116
Cloud Engineer,9,High School,3,Manufacturing,Enterprise,Remote,No,2,145152
Backend Developer,7,Diploma,17,Telecom,Medium,UK,No,1,135692
Business Analyst,2,Master,7,Education,Startup,Singapore,Hybrid,5,88840
Software Engineer,18,Bachelor,10,Telecom,Medium,India,No,0,96832
Product Manager,16,High School,18,Education,Large,Germany,No,5,184752
Cybersecurity Analyst,14,High School,1,Manufacturing,Startup,Netherlands,Hybrid,4,115580
Software Engineer,2,PhD,2,Finance,Startup,India,Yes,3,82307
Product Manager,3,Diploma,8,Media,Large,USA,Hybrid,1,172726
Business Analyst,5,Bachelor,4,Retail,Large,UK,Hybrid,0,105601
Frontend Developer,6,Bachelor,9,Government,Medium,UK,Yes,0,125077
AI Engineer,0,High School,15,Finance,Startup,UK,No,3,128110
DevOps Engineer,10,PhD,16,Technology,Startup,USA,No,0,185023
Data Analyst,18,Master,16,Government,Small,Australia,Yes,4,136404
Product Manager,3,Diploma,15,Consulting,Small,Netherlands,Hybrid,4,120740
Frontend Developer,4,High School,11,Technology,Enterprise,Germany,No,5,129476
Product Manager,12,PhD,3,Education,Enterprise,Australia,No,0,191040
Cloud Engineer,8,High School,4,Media,Enterprise,Australia,No,5,150758
Cybersecurity Analyst,1,PhD,19,Media,Small,Germany,Yes,3,155551
AI Engineer,7,Bachelor,10,Technology,Small,USA,Yes,0,181281
Frontend Developer,10,Bachelor,18,Manufacturing,Startup,UK,No,0,119474
Software Engineer,5,High School,13,Technology,Startup,Australia,Yes,0,92805
Cloud Engineer,7,PhD,10,Finance,Enterprise,Remote,No,1,172178
Machine Learning Engineer,17,High School,2,Consulting,Enterprise,Netherlands,Yes,1,179801
Cybersecurity Analyst,19,PhD,4,Healthcare,Large,UK,Hybrid,4,216890
Cybersecurity Analyst,18,Master,6,Government,Startup,Sweden,Yes,1,148884
DevOps Engineer,17,PhD,16,Education,Enterprise,Germany,Yes,1,239576
Cloud Engineer,0,Diploma,17,Telecom,Small,USA,Hybrid,3,141559
Data Scientist,8,Master,14,Consulting,Large,Australia,Hybrid,1,146677
Product Manager,3,PhD,18,Media,Medium,Australia,No,5,167174
DevOps Engineer,13,High School,4,Consulting,Enterprise,UK,Yes,0,180537
Data Scientist,11,PhD,14,Education,Startup,Canada,Yes,4,180432
DevOps Engineer,13,Diploma,12,Finance,Startup,Singapore,Yes,1,129922
Machine Learning Engineer,11,PhD,7,Government,Startup,Canada,Yes,3,183776
Software Engineer,10,High School,3,Retail,Medium,USA,Hybrid,4,139555
Frontend Developer,3,PhD,4,Manufacturing,Medium,Germany,Hybrid,2,133833
Data Analyst,18,Diploma,12,Healthcare,Startup,Remote,No,3,104962
Business Analyst,3,Bachelor,19,Government,Small,Singapore,Hybrid,3,91831
Product Manager,3,High School,4,Telecom,Enterprise,Remote,Hybrid,2,128388
Data Scientist,2,Diploma,2,Telecom,Large,Remote,Hybrid,2,103293
Data Analyst,10,Bachelor,9,Healthcare,Startup,USA,Hybrid,0,121286
Machine Learning Engineer,3,High School,12,Manufacturing,Small,India,No,4,84571
Backend Developer,5,Master,9,Consulting,Enterprise,India,No,2,99861
Software Engineer,4,Diploma,3,Consulting,Medium,Australia,Hybrid,0,91039
Cybersecurity Analyst,13,Master,13,Finance,Startup,Remote,Hybrid,3,138311
Software Engineer,0,PhD,12,Retail,Medium,Sweden,Yes,3,129535
Frontend Developer,3,High School,7,Consulting,Large,Netherlands,No,5,107722
Business Analyst,13,Master,13,Manufacturing,Medium,UK,No,0,150448
Software Engineer,13,Bachelor,7,Technology,Large,Germany,Yes,0,161131
AI Engineer,20,Master,11,Manufacturing,Startup,Netherlands,Hybrid,4,180756
AI Engineer,1,Diploma,4,Manufacturing,Medium,Remote,Yes,4,138657
Frontend Developer,4,Diploma,2,Government,Enterprise,Sweden,Yes,3,117318
AI Engineer,2,High School,9,Finance,Medium,Singapore,Yes,4,135673
Data Analyst,19,Master,9,Retail,Startup,Germany,No,5,148552
Data Scientist,9,PhD,14,Telecom,Enterprise,Sweden,No,0,183334
AI Engineer,9,High School,5,Education,Medium,Singapore,Yes,1,138199
AI Engineer,11,Master,17,Consulting,Small,USA,Hybrid,4,215806
Machine Learning Engineer,12,Bachelor,18,Consulting,Enterprise,Sweden,Hybrid,0,190345
Data Scientist,4,High School,15,Media,Small,Sweden,Yes,3,115317
Data Analyst,4,High School,11,Healthcare,Large,Canada,No,3,105952
Business Analyst,13,Diploma,8,Education,Enterprise,UK,Hybrid,3,154444
Data Scientist,12,PhD,3,Retail,Enterprise,Australia,No,0,172541
Cybersecurity Analyst,18,Master,13,Retail,Enterprise,Germany,No,4,225151
AI Engineer,4,PhD,2,Education,Startup,Netherlands,No,1,141641
Backend Developer,19,Master,15,Government,Large,UK,No,1,191707
Frontend Developer,5,Diploma,11,Telecom,Medium,Netherlands,No,0,102363
Business Analyst,11,PhD,6,Finance,Startup,Australia,Hybrid,1,105000
DevOps Engineer,11,High School,3,Telecom,Enterprise,Sweden,No,3,155160
Data Scientist,3,PhD,2,Telecom,Large,India,Hybrid,4,105207
Business Analyst,3,Diploma,8,Telecom,Startup,USA,Hybrid,2,102344
Data Scientist,1,Diploma,12,Media,Enterprise,UK,Yes,1,145759
Product Manager,12,PhD,17,Finance,Medium,India,Hybrid,2,120986
Data Scientist,14,Diploma,13,Education,Small,Germany,No,3,143682
Product Manager,11,Master,14,Media,Startup,Canada,Hybrid,1,164944
Data Scientist,17,Bachelor,15,Technology,Large,Remote,Yes,3,173034
Cloud Engineer,11,Bachelor,16,Education,Large,Australia,No,3,156498
Software Engineer,18,Bachelor,1,Media,Large,USA,Yes,5,216704
Business Analyst,0,Master,19,Government,Medium,USA,Hybrid,0,125746
Frontend Developer,20,Bachelor,12,Finance,Medium,UK,Hybrid,0,163429
DevOps Engineer,2,High School,15,Technology,Small,Remote,Hybrid,5,99402
Cybersecurity Analyst,6,Diploma,5,Government,Medium,Sweden,Hybrid,3,116350
AI Engineer,15,PhD,10,Education,Enterprise,UK,Yes,5,268113
Product Manager,5,Diploma,17,Telecom,Medium,Singapore,Yes,3,138263
DevOps Engineer,17,Bachelor,8,Telecom,Enterprise,Germany,Yes,5,209122
Software Engineer,13,Master,1,Healthcare,Small,Germany,Hybrid,1,139825
Business Analyst,13,High School,19,Education,Medium,Sweden,Hybrid,5,114640
Data Scientist,20,High School,19,Healthcare,Medium,USA,Yes,4,212797
Backend Developer,11,Master,8,Healthcare,Medium,Remote,No,0,125009
Cybersecurity Analyst,11,Diploma,10,Education,Medium,Germany,No,2,143421
Machine Learning Engineer,4,Bachelor,15,Consulting,Large,Australia,Hybrid,3,141503
AI Engineer,16,High School,2,Telecom,Medium,Remote,Yes,4,155739
Data Analyst,9,Bachelor,8,Manufacturing,Enterprise,Sweden,Yes,0,131344
Data Scientist,18,Diploma,9,Consulting,Large,Sweden,Yes,0,166754
Machine Learning Engineer,11,PhD,15,Manufacturing,Large,Remote,No,3,188630
Software Engineer,18,High School,15,Retail,Small,Sweden,Hybrid,2,144148
AI Engineer,20,Master,12,Media,Medium,Singapore,Hybrid,4,204438
DevOps Engineer,9,Master,10,Retail,Large,UK,Hybrid,3,171765
Machine Learning Engineer,4,Diploma,4,Finance,Medium,Germany,Yes,4,146649
Cybersecurity Analyst,15,Master,16,Technology,Large,Remote,Hybrid,1,171447
Product Manager,3,Diploma,1,Government,Enterprise,Singapore,Hybrid,0,136146
Backend Developer,13,High School,1,Retail,Small,Singapore,Hybrid,0,108074
Cloud Engineer,13,PhD,10,Telecom,Small,Germany,Yes,4,181731
Cybersecurity Analyst,20,Bachelor,17,Government,Small,Remote,No,3,155724
Cloud Engineer,20,Master,11,Media,Small,Germany,Yes,1,191629
Cybersecurity Analyst,20,Bachelor,11,Finance,Startup,India,Hybrid,1,96227
Cloud Engineer,16,Diploma,13,Education,Medium,Australia,Yes,5,152450
Cloud Engineer,0,PhD,14,Retail,Medium,UK,Hybrid,2,156675
Product Manager,14,Bachelor,6,Government,Enterprise,Remote,No,2,181625
Software Engineer,0,Bachelor,12,Consulting,Large,Remote,No,0,106698
Software Engineer,14,Bachelor,18,Consulting,Enterprise,India,Yes,4,122408
Data Analyst,9,PhD,15,Retail,Small,Australia,Yes,5,125198
DevOps Engineer,1,Master,11,Telecom,Medium,India,No,5,89309
Cloud Engineer,13,Diploma,17,Government,Startup,USA,Yes,4,179687
Product Manager,12,PhD,2,Telecom,Enterprise,Remote,Hybrid,5,194097
AI Engineer,1,Bachelor,8,Consulting,Large,India,No,0,102176
Cybersecurity Analyst,18,PhD,12,Manufacturing,Medium,India,Hybrid,0,118210
DevOps Engineer,13,Diploma,4,Retail,Enterprise,UK,Yes,1,185659
Machine Learning Engineer,6,PhD,17,Finance,Enterprise,Canada,No,3,234672
Data Analyst,8,Bachelor,16,Media,Medium,Sweden,No,2,105032
Backend Developer,17,PhD,12,Manufacturing,Medium,UK,Hybrid,4,194673
Frontend Developer,8,PhD,5,Government,Enterprise,Singapore,No,5,157737
AI Engineer,6,Bachelor,13,Healthcare,Medium,Canada,Hybrid,1,172421
Business Analyst,20,Diploma,14,Telecom,Enterprise,UK,No,5,195477
Cloud Engineer,12,Bachelor,2,Media,Small,India,Hybrid,5,89436
Data Analyst,19,High School,12,Telecom,Startup,UK,Hybrid,5,122340
DevOps Engineer,15,High School,19,Media,Enterprise,Sweden,Hybrid,4,172294
Product Manager,13,Bachelor,11,Finance,Medium,Netherlands,No,3,156974
Frontend Developer,12,PhD,18,Healthcare,Medium,Australia,Yes,5,156705
Product Manager,4,Master,15,Retail,Large,Germany,No,0,158541
Data Analyst,5,High School,12,Media,Medium,Canada,Yes,1,104046
Data Analyst,16,High School,19,Consulting,Enterprise,USA,Hybrid,1,183353
DevOps Engineer,1,Diploma,3,Consulting,Large,Sweden,Hybrid,1,113881
Data Scientist,14,Master,11,Telecom,Medium,India,Yes,3,105597
Data Analyst,7,High School,6,Manufacturing,Small,India,No,0,65763
Machine Learning Engineer,14,Bachelor,4,Media,Startup,Germany,No,4,147803
AI Engineer,6,High School,6,Consulting,Medium,Canada,Hybrid,0,160189
Software Engineer,4,Bachelor,2,Government,Large,Remote,Yes,2,121034
Frontend Developer,12,Diploma,9,Telecom,Medium,Sweden,Yes,3,125558
DevOps Engineer,20,Diploma,11,Government,Medium,Sweden,No,1,151908
Backend Developer,14,Master,13,Telecom,Startup,Netherlands,Yes,3,138409
Frontend Developer,5,Diploma,2,Media,Small,Remote,No,2,87032
Cybersecurity Analyst,20,High School,15,Healthcare,Large,Singapore,No,5,182081
Frontend Developer,19,Bachelor,1,Government,Startup,Singapore,Yes,4,128923
